year,pct,stops,stop_arrests,arrests,crimes,Latitude,Longitude,population,policy,nonstop_arrests,crimerate,nonstop_arrestrate,stoprate,stop_arrestrate,arrestrate,normal_year,log_crimerate,log_nonstop_arrestrate,log_stoprate,log_stop_arrestrate,log_arrestrate,log_nonstop_arrests,log_arrests,log_population,log_stops,log_stop_arrests,log_crimes
2016,1,60,7,3787,6296,40.71257748983047,-74.00930744818399,66679,0,3780,94.42253183161114,56.68951244019856,0.8998335307968026,0.1049805785929603,56.79449301879153,11,4.547779729327702,4.037589227844096,-0.10554549854743653,-2.253979911714224,4.039439367132258,8.237479288613633,8.239329427901795,11.107645339751674,4.0943445622221,1.9459101490553132,8.74766979009724
2017,1,47,6,3074,6091,40.71257748983047,-74.00930744818399,66679,0,3068,91.34810060138875,46.01148787474317,0.704869599124162,0.08998335307968026,46.101471227822856,12,4.514677490066948,3.8288911017176095,-0.34974245905947865,-2.4081305915414823,3.830844863329004,8.028781162487148,8.03073492409854,11.107645339751674,3.8501476017100584,1.791759469228055,8.714567550836485
2018,1,99,26,2792,6889,40.71257748983047,-74.00930744818399,66679,0,2766,103.31588656098621,41.4823257697326,1.4847253258147242,0.3899278633452811,41.87225363307788,13,4.637791154823659,3.7252674514551662,0.3952297893650526,-0.9417935227480552,3.734623403112726,7.925157512224703,7.934513463882263,11.107645339751674,4.59511985013459,3.258096538021482,8.837681215593197
2006,5,3378,309,5110,4177,40.71588182613064,-73.9978855522613,52568,1,4801,79.45898645563841,91.32932582559731,64.25962562775834,5.878100745700807,97.20742657129813,1,4.375240994901609,4.514471938935373,4.162931527772178,1.7712337073021787,4.5768471136021835,8.476579508530941,8.53895468319775,10.869862848577704,8.125039097367745,5.733341276897746,8.337348564497175
2007,5,2834,258,5069,4430,40.71588182613064,-73.9978855522613,52568,1,4811,84.27180033480444,91.51955562319282,53.911124638563386,4.90792877796378,96.4274844011566,2,4.434047293443615,4.516552672103887,3.987336850655059,1.5908520153260506,4.568791268876783,8.478660241699453,8.53089883847235,10.869862848577704,7.949444420250626,5.552959584921617,8.39615486303918
2008,5,3132,286,5333,4614,40.71588182613064,-73.9978855522613,52568,1,5047,87.77202861056156,96.00897884644651,59.579972606909145,5.440572211231167,101.44955105767768,3,4.474742869138132,4.564441716744696,4.087319487515127,1.6938842412242858,4.619561641005036,8.526549286340263,8.581669210600602,10.869862848577704,8.049427057110695,5.655991810819852,8.4368504387337
2009,5,2880,234,5635,4512,40.71588182613064,-73.9978855522613,52568,1,5401,85.8316846750875,102.74311368132705,54.786181707502664,4.451377263734591,107.19449094506163,4,4.452388223582328,4.632231830997324,4.003438003534425,1.4932135457621347,4.67464485687831,8.594339400592892,8.636752426473876,10.869862848577704,7.965545573129992,5.455321115357702,8.414495793177895
2010,5,2871,340,6039,4930,40.71588182613064,-73.9978855522613,52568,1,5699,93.78329021457921,108.4119616496728,54.61497488966672,6.467813118246842,114.87977476791964,5,4.540986697441169,4.685938430239433,4.000308110525498,1.8668380480146403,4.743886144712334,8.648045999835,8.705993714307901,10.869862848577704,7.962415680121064,5.8289456176102075,8.503094267036737
2011,5,3118,372,5791,4472,40.71588182613064,-73.9978855522613,52568,1,5419,85.07076548470552,103.08552731699893,59.313650890275454,7.076548470552427,110.16207578755136,6,4.443483445239369,4.635559005970547,4.082839480022155,1.9567862846775799,4.701952697630223,8.597666575566114,8.66406026722579,10.869862848577704,8.044947049617722,5.918893854273146,8.405591014834934
2012,5,2782,304,5960,4642,40.71588182613064,-73.9978855522613,52568,1,5656,88.30467204382894,107.59397352001218,52.92192969106681,5.782985846903059,113.37695936691523,7,4.480793017238816,4.678364637980842,3.9688178028878216,1.7549201318106549,4.730718190463828,8.640472207576408,8.692825760059396,10.869862848577704,7.930925372483388,5.717027701406222,8.442900586834382
2013,5,1116,122,6121,4449,40.71588182613064,-73.9978855522613,52568,0,5999,84.6332369502359,114.11885557753766,21.229645411657284,2.320803530665043,116.43965910820272,8,4.438327061210475,4.737240498057527,3.0553985733456894,0.8419134751376898,4.757373191255503,8.699348067653093,8.71948076085107,10.869862848577704,7.017506142941256,4.804021044733257,8.400434630806041
2014,5,275,60,6046,4225,40.71588182613064,-73.9978855522613,52568,0,5986,80.37208948409679,113.87155684066353,5.231319433876123,1.141378785572972,115.01293562623648,9,4.386666970195708,4.7350711188170775,1.6546635280710047,0.13223699262653382,4.7450446057438365,8.697178688412643,8.707152175339404,10.869862848577704,5.616771097666572,4.0943445622221,8.348774539791274
2015,5,187,27,5423,4341,40.71588182613064,-73.9978855522613,52568,0,5396,82.57875513620453,102.6479987825293,3.557297215035763,0.5136204535078375,103.16161923603713,10,4.413752445704027,4.63130564773208,1.2690010472590199,-0.6662707035912376,4.636296877245494,8.593413217327646,8.59840444684106,10.869862848577704,5.231108616854587,3.295836866004329,8.375860015299594
2016,5,95,24,5423,4422,40.71588182613064,-73.9978855522613,52568,0,5399,84.11961649672804,102.70506772180795,1.807183077157206,0.4565515142291889,103.16161923603713,11,4.432239791821825,4.63186146062272,0.5917693220049741,-0.7840537392476211,4.636296877245494,8.593969030218288,8.59840444684106,10.869862848577704,4.553876891600541,3.1780538303479458,8.394347361417392
2017,5,108,51,5164,4310,40.71588182613064,-73.9978855522613,52568,0,5113,81.98904276365849,97.26449551057678,2.05448181403135,0.9701719677370263,98.23466747831381,12,4.4065856135022266,4.577434025484433,0.7200236575286529,-0.030281936871241002,4.5873591823709665,8.53954159508,8.549466751966532,10.869862848577704,4.68213122712422,3.9318256327243257,8.368693183097793
2018,5,87,22,4570,4299,40.71588182613064,-73.9978855522613,52568,0,4548,81.77978998630346,86.51651194643128,1.6549992390808097,0.41850555471008977,86.93501750114139,13,4.404030146900714,4.4603352852748595,0.503800549059017,-0.8710651162372509,4.465160914292683,8.422442854870427,8.42726848388825,10.869862848577704,4.465908118654584,3.091042453358316,8.366137716496281
2006,6,2597,139,3862,5644,40.73369032087382,-74.0028751907767,62226,1,3723,90.7016359721017,59.83029601774178,41.734966091344454,2.233792948285283,62.06408896602706,1,4.507575394137053,4.091512155037065,3.731339292827096,0.8037010142950397,4.128167544152808,8.222285073872717,8.258940462988459,11.03852819781779,7.862112211662748,4.9344739331306915,8.638348312972704
2007,6,3109,193,4568,5977,40.73369032087382,-74.0028751907767,62226,1,4375,96.05309677626715,70.30823128595763,49.963037958409664,3.101597403014817,73.40982868897245,2,4.564901129988602,4.252888879956062,3.9112834912231014,1.1319172700692335,4.296057832500194,8.383661798791715,8.426830751335846,11.03852819781779,8.042056410058754,5.262690188904886,8.695674048824253
2008,6,3311,216,4355,5635,40.73369032087382,-74.0028751907767,62226,1,4139,90.55700189631344,66.51560440973226,53.20926943721274,3.471217818918137,69.98682222865041,3,4.505979507638225,4.19743657291308,3.974232618711594,1.2445054888485128,4.248306970450951,8.328209491748732,8.379079889286603,11.03852819781779,8.105005537547246,5.375278407684165,8.636752426473876
2009,6,2325,163,4665,5455,40.73369032087382,-74.0028751907767,62226,1,4502,87.66432038054832,72.34917879985858,37.36380291196606,2.6194838170539647,74.96866261691254,4,4.473514979431519,4.281504102631025,3.6207023991858045,0.9629772819711102,4.317070194445792,8.412277021466677,8.447843113281444,11.03852819781779,7.751475318021456,5.093750200806762,8.604287898267172
2010,6,3533,265,4635,5426,40.73369032087382,-74.0028751907767,62226,1,4370,87.19827724745282,70.22787902163083,56.77690997332305,4.258670009320863,74.48654903095169,5,4.4681845743832245,4.2517453692539835,4.039129728523493,1.4489569071505701,4.310618559164303,8.382518288089635,8.441391477999955,11.03852819781779,8.169902647359145,5.579729825986222,8.598957493218878
