year,pct,stops,stop_arrests,arrests,crimes,Latitude,Longitude,population
2012,20,3266,335,2030,4111,40.77980067260275,-73.98159936164386,102624
2013,20,1340,158,2109,4052,40.77980067260275,-73.98159936164386,102624
2014,20,287,53,2249,3919,40.77980067260275,-73.98159936164386,102624
2015,20,150,28,1876,3832,40.77980067260275,-73.98159936164386,102624
2016,20,38,3,1803,3835,40.77980067260275,-73.98159936164386,102624
2017,20,55,19,1889,4318,40.77980067260275,-73.98159936164386,102624
2018,20,71,38,1622,4114,40.77980067260275,-73.98159936164386,102624
2006,22,731,12,642,358,40.78108059807692,-73.9671262269231,25
2007,22,846,23,679,421,40.78108059807692,-73.9671262269231,25
2008,22,675,33,654,467,40.78108059807692,-73.9671262269231,25
2009,22,591,27,611,391,40.78108059807692,-73.9671262269231,25
2010,22,1246,39,757,495,40.78108059807692,-73.9671262269231,25
2011,22,1416,53,682,499,40.78108059807692,-73.9671262269231,25
2012,22,592,26,586,525,40.78108059807692,-73.9671262269231,25
2013,22,141,16,463,454,40.78108059807692,-73.9671262269231,25
2014,22,83,7,394,395,40.78108059807692,-73.9671262269231,25
2015,22,38,4,419,390,40.78108059807692,-73.9671262269231,25
2016,22,45,1,222,325,40.78108059807692,-73.9671262269231,25
2017,22,25,2,200,289,40.78108059807692,-73.9671262269231,25
2018,22,24,4,137,255,40.78108059807692,-73.9671262269231,25
2006,23,16652,623,6217,6715,40.79120466962963,-73.9448632451852,73106
2007,23,15188,896,6046,7102,40.79120466962963,-73.9448632451852,73106
2008,23,15510,1134,5960,7048,40.79120466962963,-73.9448632451852,73106
2009,23,14501,1442,6349,7047,40.79120466962963,-73.9448632451852,73106
2010,23,17281,1471,6158,6758,40.79120466962963,-73.9448632451852,73106
2011,23,17498,951,6241,6371,40.79120466962963,-73.9448632451852,73106
2012,23,11095,528,5696,6278,40.79120466962963,-73.9448632451852,73106
2013,23,3787,307,5700,6456,40.79120466962963,-73.9448632451852,73106
2014,23,719,221,5502,6288,40.79120466962963,-73.9448632451852,73106
2015,23,340,41,5141,6403,40.79120466962963,-73.9448632451852,73106
2016,23,380,81,4776,6469,40.79120466962963,-73.9448632451852,73106
2017,23,346,115,4216,6207,40.79120466962963,-73.9448632451852,73106
2018,23,347,81,3348,5684,40.79120466962963,-73.9448632451852,73106
2006,24,3714,212,2938,5555,40.79582710569621,-73.97005419810127,106460
2007,24,4713,400,3630,5786,40.79582710569621,-73.97005419810127,106460
2008,24,4147,366,3368,5734,40.79582710569621,-73.97005419810127,106460
2009,24,3077,396,3371,5168,40.79582710569621,-73.97005419810127,106460
2010,24,4005,556,3146,5049,40.79582710569621,-73.97005419810127,106460
2011,24,4918,565,2896,4446,40.79582710569621,-73.97005419810127,106460
2012,24,4218,410,3194,4851,40.79582710569621,-73.97005419810127,106460
2013,24,861,148,2974,4647,40.79582710569621,-73.97005419810127,106460
2014,24,244,63,2843,4509,40.79582710569621,-73.97005419810127,106460
2015,24,173,39,2730,4659,40.79582710569621,-73.97005419810127,106460
2016,24,132,26,2371,4752,40.79582710569621,-73.97005419810127,106460
2017,24,168,50,2185,4913,40.79582710569621,-73.97005419810127,106460
2018,24,184,81,1803,4778,40.79582710569621,-73.97005419810127,106460
2006,25,5350,539,7798,5678,40.8034512380645,-73.93535133419354,47405
2007,25,7915,1041,9057,6642,40.8034512380645,-73.93535133419354,47405
2008,25,8604,1348,8852,6637,40.8034512380645,-73.93535133419354,47405
2009,25,8219,1137,8785,6612,40.8034512380645,-73.93535133419354,47405
2010,25,10696,1343,9960,7026,40.8034512380645,-73.93535133419354,47405
2011,25,9926,835,8940,6295,40.8034512380645,-73.93535133419354,47405
2012,25,6373,658,9392,6899,40.8034512380645,-73.93535133419354,47405
2013,25,2406,359,9822,6838,40.8034512380645,-73.93535133419354,47405
2014,25,762,303,9689,7407,40.8034512380645,-73.93535133419354,47405
2015,25,411,127,7407,7236,40.8034512380645,-73.93535133419354,47405
2016,25,234,55,6656,6590,40.8034512380645,-73.93535133419354,47405
2017,25,191,64,6464,6605,40.8034512380645,-73.93535133419354,47405
2018,25,223,44,5356,6647,40.8034512380645,-73.93535133419354,47405
2006,26,5302,183,2775,3917,40.812569938596454,-73.95939878157897,49508
2007,26,4320,222,2925,3759,40.812569938596454,-73.95939878157897,49508
2008,26,4277,304,3222,3634,40.812569938596454,-73.95939878157897,49508
2009,26,4059,390,3293,3553,40.812569938596454,-73.95939878157897,49508
2010,26,4582,476,3399,3430,40.812569938596454,-73.95939878157897,49508
2011,26,4991,498,3324,3237,40.812569938596454,-73.95939878157897,49508
2012,26,5488,443,3574,3536,40.812569938596454,-73.95939878157897,49508
2013,26,1580,170,3610,3284,40.812569938596454,-73.95939878157897,49508
2014,26,190,66,2689,3017,40.812569938596454,-73.95939878157897,49508
2015,26,97,25,2453,2798,40.812569938596454,-73.95939878157897,49508
2016,26,71,17,2174,2940,40.812569938596454,-73.95939878157897,49508
2017,26,77,32,1971,3032,40.812569938596454,-73.95939878157897,49508
2018,26,97,47,1778,3052,40.812569938596454,-73.95939878157897,49508
2006,28,11920,371,5873,5498,40.8044447401961,-73.95189783431374,44781
2007,28,6410,458,5935,5382,40.8044447401961,-73.95189783431374,44781
2008,28,6369,600,5903,5412,40.8044447401961,-73.95189783431374,44781
2009,28,7413,511,6975,5983,40.8044447401961,-73.95189783431374,44781
2010,28,7657,639,6169,5507,40.8044447401961,-73.95189783431374,44781
2011,28,8738,511,5742,4922,40.8044447401961,-73.95189783431374,44781
2012,28,6707,296,5977,5156,40.8044447401961,-73.95189783431374,44781
2013,28,1492,115,5891,5117,40.8044447401961,-73.95189783431374,44781
2014,28,271,44,5421,4925,40.8044447401961,-73.95189783431374,44781
2015,28,153,16,4245,4956,40.8044447401961,-73.95189783431374,44781
2016,28,113,30,4166,5674,40.8044447401961,-73.95189783431374,44781
2017,28,145,54,3226,5710,40.8044447401961,-73.95189783431374,44781
2018,28,108,25,2320,5239,40.8044447401961,-73.95189783431374,44781
2006,30,5055,114,4495,5191,40.82579768108107,-73.9494728342342,60685
2007,30,7211,325,5477,5370,40.82579768108107,-73.9494728342342,60685
2008,30,3318,295,4674,5113,40.82579768108107,-73.9494728342342,60685
2009,30,7633,500,5523,5510,40.82579768108107,-73.9494728342342,60685
2010,30,4836,481,4498,4962,40.82579768108107,-73.9494728342342,60685
2011,30,7550,706,4514,4736,40.82579768108107,-73.9494728342342,60685
2012,30,6169,621,4506,4968,40.82579768108107,-73.9494728342342,60685
2013,30,2759,298,4799,4899,40.82579768108107,-73.9494728342342,60685
2014,30,319,60,4132,4488,40.82579768108107,-73.9494728342342,60685
2015,30,117,20,3709,4204,40.82579768108107,-73.9494728342342,60685
2016,30,117,19,3254,4381,40.82579768108107,-73.9494728342342,60685
2017,30,87,22,1997,3580,40.82579768108107,-73.9494728342342,60685
2018,30,103,20,1631,3728,40.82579768108107,-73.9494728342342,60685
2006,32,12838,471,6119,7210,40.819649244444435,-73.94133950238098,70942
2007,32,9934,694,6227,7475,40.819649244444435,-73.94133950238098,70942
2008,32,11524,1014,7413,7904,40.819649244444435,-73.94133950238098,70942
2009,32,12127,970,7227,7899,40.819649244444435,-73.94133950238098,70942
2010,32,10725,1075,6830,7342,40.819649244444435,-73.94133950238098,70942
2011,32,12859,1193,6823,7030,40.819649244444435,-73.94133950238098,70942
2012,32,10764,821,6102,6671,40.819649244444435,-73.94133950238098,70942
2013,32,3149,309,5580,6124,40.819649244444435,-73.94133950238098,70942
2014,32,416,128,5315,6235,40.819649244444435,-73.94133950238098,70942
2015,32,337,81,5096,6500,40.819649244444435,-73.94133950238098,70942
2016,32,215,64,5187,6745,40.819649244444435,-73.94133950238098,70942
2017,32,191,83,3859,5970,40.819649244444435,-73.94133950238098,70942
2018,32,140,49,3130,5706,40.819649244444435,-73.94133950238098,70942
2006,33,4469,149,5662,5273,40.84186778786129,-73.94023871618502,77645
2007,33,4769,254,6740,5233,40.84186778786129,-73.94023871618502,77645
