"YEAR","ADDR_PCT_CD","KY_CD","CMPLNTS"
2007,120,236,183
2007,120,237,2
2007,120,238,1
2007,120,340,116
2007,120,341,1386
2007,120,342,8
2007,120,343,18
2007,120,344,1225
2007,120,345,12
2007,120,347,177
2007,120,348,59
2007,120,350,1
2007,120,351,1685
2007,120,352,77
2007,120,353,72
2007,120,355,24
2007,120,358,18
2007,120,359,408
2007,120,360,20
2007,120,361,837
2007,120,363,2
2007,120,364,1
2007,120,365,19
2007,120,455,1
2007,120,571,2
2007,120,578,2088
2007,120,675,4
2007,120,677,2
2007,120,678,9
2007,122,104,8
2007,122,105,131
2007,122,106,89
2007,122,107,293
2007,122,109,515
2007,122,110,220
2007,122,111,6
2007,122,112,166
2007,122,113,65
2007,122,114,25
2007,122,116,21
2007,122,117,108
2007,122,118,19
2007,122,120,2
2007,122,121,107
2007,122,124,2
2007,122,125,9
2007,122,126,144
2007,122,231,4
2007,122,232,47
2007,122,233,55
2007,122,235,153
2007,122,236,73
2007,122,237,1
2007,122,340,96
2007,122,341,1605
2007,122,342,2
2007,122,343,18
2007,122,344,800
2007,122,345,5
2007,122,346,1
2007,122,347,304
2007,122,348,58
2007,122,351,1675
2007,122,352,51
2007,122,353,42
2007,122,355,15
2007,122,358,11
2007,122,359,203
2007,122,360,17
2007,122,361,864
2007,122,364,1
2007,122,365,18
2007,122,578,2174
2007,122,675,2
2007,122,676,1
2007,122,678,15
2007,123,104,2
2007,123,105,28
2007,123,106,56
2007,123,107,140
2007,123,109,182
2007,123,110,87
2007,123,111,2
2007,123,112,73
2007,123,113,12
2007,123,114,10
2007,123,116,5
2007,123,117,31
2007,123,118,14
2007,123,120,1
2007,123,121,144
2007,123,124,2
2007,123,125,1
2007,123,126,32
2007,123,231,1
2007,123,232,7
2007,123,233,14
2007,123,235,65
2007,123,236,21
2007,123,340,60
2007,123,341,480
2007,123,343,6
2007,123,344,265
2007,123,345,1
2007,123,347,118
2007,123,348,37
2007,123,351,579
2007,123,352,12
2007,123,353,11
2007,123,355,4
2007,123,358,2
2007,123,359,71
2007,123,360,7
2007,123,361,455
2007,123,363,1
2007,123,364,2
2007,123,365,6
2007,123,578,783
2007,123,675,1
2007,123,678,5
2007,NA,101,460
2007,NA,105,1
2008,1,102,1
2008,1,104,12
2008,1,105,108
2008,1,106,83
2008,1,107,189
2008,1,109,1258
2008,1,110,57
2008,1,111,17
2008,1,112,71
2008,1,113,143
2008,1,114,6
2008,1,115,1
2008,1,116,4
2008,1,117,11
2008,1,118,22
2008,1,121,41
2008,1,124,3
2008,1,125,3
2008,1,126,70
2008,1,232,25
2008,1,233,25
2008,1,235,30
2008,1,236,30
2008,1,238,15
2008,1,340,24
2008,1,341,1948
2008,1,342,1
2008,1,343,14
2008,1,344,306
2008,1,347,171
2008,1,348,44
2008,1,350,22
2008,1,351,477
2008,1,352,13
2008,1,353,5
2008,1,355,9
2008,1,358,289
2008,1,359,86
2008,1,360,47
2008,1,361,405
2008,1,364,4
2008,1,365,2
2008,1,366,1
2008,1,578,508
2008,1,675,4
2008,1,678,9
2008,5,104,2
2008,5,105,131
2008,5,106,151
2008,5,107,150
2008,5,109,570
2008,5,110,20
2008,5,111,5
2008,5,112,35
2008,5,113,102
2008,5,114,14
2008,5,116,6
2008,5,117,28
2008,5,118,33
2008,5,121,97
2008,5,124,1
2008,5,125,1
2008,5,126,101
2008,5,230,2
2008,5,231,3
2008,5,232,10
2008,5,233,37
2008,5,235,64
2008,5,236,37
2008,5,238,10
2008,5,340,21
2008,5,341,1019
2008,5,343,10
2008,5,344,292
2008,5,347,24
2008,5,348,45
2008,5,351,302
2008,5,352,29
2008,5,353,3
2008,5,354,2
2008,5,355,10
2008,5,358,546
2008,5,359,112
2008,5,360,28
2008,5,361,175
2008,5,364,2
2008,5,365,4
2008,5,455,1
2008,5,572,1
2008,5,578,365
2008,5,675,1
2008,5,677,3
2008,5,678,9
2008,6,104,5
2008,6,105,187
2008,6,106,92
2008,6,107,282
2008,6,109,1128
2008,6,110,40
2008,6,111,10
2008,6,112,58
2008,6,113,33
2008,6,114,5
2008,6,116,8
2008,6,117,44
2008,6,118,14
2008,6,121,98
2008,6,126,40
2008,6,230,1
2008,6,231,4
2008,6,232,49
2008,6,233,28
2008,6,235,312
2008,6,236,25
2008,6,238,4
2008,6,340,49
2008,6,341,1559
2008,6,343,10
2008,6,344,250
2008,6,347,145
2008,6,348,23
2008,6,350,1
2008,6,351,338
2008,6,352,41
2008,6,353,9
2008,6,355,7
2008,6,356,1
2008,6,358,7
2008,6,359,71
2008,6,360,71
2008,6,361,168
2008,6,365,6
2008,6,578,400
2008,6,678,12
2008,7,101,1
2008,7,104,11
2008,7,105,182
2008,7,106,90
2008,7,107,104
2008,7,109,340
2008,7,110,76
2008,7,111,5
2008,7,112,21
2008,7,113,36
2008,7,114,11
2008,7,116,3
2008,7,117,114
2008,7,118,39
2008,7,120,1
2008,7,121,33
2008,7,124,1
2008,7,125,1
2008,7,126,92
2008,7,230,1
2008,7,231,4
2008,7,232,27
2008,7,233,32
2008,7,235,293
2008,7,236,61
2008,7,340,19
2008,7,341,792
2008,7,342,3
2008,7,343,3
2008,7,344,410
2008,7,347,79
2008,7,348,36
2008,7,350,4
2008,7,351,578
2008,7,352,73
2008,7,353,3
2008,7,355,10
2008,7,356,1
2008,7,358,9
2008,7,359,102
2008,7,360,14
2008,7,361,227
2008,7,364,4
2008,7,365,6
2008,7,572,1
2008,7,578,534
2008,7,675,3
2008,7,677,2
2008,7,678,8
2008,9,101,1
2008,9,104,9
2008,9,105,225
2008,9,106,152
2008,9,107,226
2008,9,109,798
2008,9,110,85
2008,9,111,7
2008,9,112,118
2008,9,113,43
2008,9,114,6
2008,9,116,9
2008,9,117,96
2008,9,118,50
2008,9,121,52
2008,9,124,3
2008,9,125,2
2008,9,126,89
2008,9,231,1
2008,9,232,66
2008,9,233,47
2008,9,235,356
2008,9,236,88
2008,9,238,1
2008,9,340,51
2008,9,341,1830
2008,9,342,3
2008,9,343,13
2008,9,344,474
2008,9,345,1
2008,9,346,1
2008,9,347,33
2008,9,348,36
2008,9,350,4
2008,9,351,593
2008,9,352,112
2008,9,353,9
2008,9,355,16
2008,9,356,1
2008,9,358,5
2008,9,359,89
2008,9,360,21
2008,9,361,289
2008,9,365,8
2008,9,572,2
2008,9,578,648
2008,9,675,12
2008,9,678,9
2008,10,104,9
2008,10,105,159
2008,10,106,170
2008,10,107,131
2008,10,109,789
2008,10,110,59
2008,10,111,14
2008,10,112,83
2008,10,113,67
2008,10,114,7
2008,10,116,6
2008,10,117,120
2008,10,118,112
2008,10,121,64
2008,10,125,2
2008,10,126,66
2008,10,230,1
2008,10,231,3
2008,10,232,11
2008,10,233,30
2008,10,234,1
2008,10,235,137
2008,10,236,48
2008,10,238,1
2008,10,340,41
2008,10,341,876
2008,10,343,12
2008,10,344,422
2008,10,347,224
2008,10,348,49
2008,10,350,1
2008,10,351,301
2008,10,352,36
2008,10,353,10
2008,10,355,12
2008,10,358,8
2008,10,359,78
2008,10,360,16
2008,10,361,263
2008,10,364,5
2008,10,365,3
2008,10,572,1
2008,10,578,456
2008,10,675,4
2008,10,678,9
2008,13,104,11
2008,13,105,234
2008,13,106,188
2008,13,107,358
2008,13,109,1640
2008,13,110,83
2008,13,111,25
2008,13,112,164
2008,13,113,106
2008,13,114,7
2008,13,116,7
2008,13,117,46
2008,13,118,83
2008,13,121,81
2008,13,125,1
2008,13,126,59
2008,13,230,2
2008,13,231,1
2008,13,232,54
2008,13,233,104
2008,13,234,1
2008,13,235,88
2008,13,236,73
2008,13,237,2
2008,13,238,6
2008,13,340,57
2008,13,341,1965
2008,13,342,4
2008,13,343,17
2008,13,344,498
2008,13,346,1
2008,13,347,56
2008,13,348,61
2008,13,350,1
2008,13,351,374
2008,13,352,22
2008,13,353,5
2008,13,355,7
2008,13,356,1
2008,13,358,21
2008,13,359,103
2008,13,360,22
2008,13,361,385
2008,13,363,1
2008,13,364,7
2008,13,365,8
2008,13,572,1
2008,13,578,824
2008,13,675,3
2008,13,678,15
2008,13,685,1
2008,14,104,7
2008,14,105,238
2008,14,106,172
2008,14,107,473
2008,14,109,2791
2008,14,110,24
2008,14,111,52
2008,14,112,95
2008,14,113,234
2008,14,114,6
2008,14,115,1
2008,14,116,3
2008,14,117,38
2008,14,118,109
2008,14,121,112
2008,14,122,1
2008,14,124,4
2008,14,125,2
2008,14,126,110
2008,14,230,5
2008,14,231,10
2008,14,232,35
2008,14,233,226
2008,14,235,166
2008,14,236,142
2008,14,238,151
2008,14,340,51
2008,14,341,4433
2008,14,343,45
2008,14,344,618
2008,14,345,1
2008,14,347,104
2008,14,348,74
2008,14,350,7
2008,14,351,232
2008,14,352,56
2008,14,353,4
2008,14,355,24
2008,14,358,58
2008,14,359,237
2008,14,360,102
2008,14,361,384
2008,14,363,1
2008,14,364,17
2008,14,365,5
2008,14,455,1
2008,14,572,11
2008,14,578,652
2008,14,675,3
2008,14,678,43
2008,17,104,8
2008,17,105,83
2008,17,106,75
2008,17,107,166
2008,17,109,890
2008,17,110,45
2008,17,111,6
2008,17,112,107
2008,17,113,38
2008,17,114,2
2008,17,116,3
2008,17,117,7
2008,17,118,7
2008,17,121,63
2008,17,124,1
2008,17,126,26
2008,17,231,2
2008,17,232,4
2008,17,233,48
2008,17,235,17
2008,17,236,13
2008,17,238,2
2008,17,340,28
2008,17,341,725
2008,17,342,2
2008,17,343,7
2008,17,344,270
2008,17,347,110
2008,17,348,50
2008,17,351,127
2008,17,352,10
2008,17,353,7
2008,17,355,5
2008,17,358,9
2008,17,359,55
2008,17,360,7
2008,17,361,262
2008,17,365,1
2008,17,578,323
2008,17,675,1
2008,17,678,4
2008,18,104,8
2008,18,105,166
2008,18,106,145
2008,18,107,247
2008,18,109,2091
2008,18,110,59
2008,18,111,14
2008,18,112,142
2008,18,113,86
2008,18,114,10
2008,18,115,1
2008,18,116,10
2008,18,117,50
2008,18,118,26
2008,18,121,68
2008,18,124,3
2008,18,125,1
2008,18,126,65
2008,18,230,4
2008,18,231,6
2008,18,232,23
2008,18,233,49
2008,18,234,1
2008,18,235,139
2008,18,236,60
2008,18,238,44
2008,18,340,34
2008,18,341,1835
2008,18,343,19
2008,18,344,573
2008,18,347,70
2008,18,348,71
2008,18,350,1
2008,18,351,278
2008,18,352,31
2008,18,353,15
2008,18,355,12
2008,18,356,1
2008,18,358,80
2008,18,359,110
2008,18,360,23
2008,18,361,461
2008,18,364,2
2008,18,365,3
2008,18,455,1
2008,18,578,789
2008,18,675,5
2008,18,677,1
2008,18,678,21
2008,19,104,14
2008,19,105,192
2008,19,106,75
2008,19,107,420
2008,19,109,1582
2008,19,110,90
2008,19,111,4
2008,19,112,187
2008,19,113,101
2008,19,114,21
2008,19,116,12
2008,19,117,25
2008,19,118,10
2008,19,121,54
2008,19,124,2
2008,19,125,3
2008,19,126,78
2008,19,231,3
2008,19,232,20
2008,19,233,65
2008,19,235,70
2008,19,236,22
2008,19,238,5
2008,19,340,120
2008,19,341,1716
2008,19,343,6
2008,19,344,338
2008,19,347,272
2008,19,348,91
2008,19,351,414
2008,19,352,29
2008,19,353,10
2008,19,355,11
2008,19,358,15
2008,19,359,84
2008,19,360,23
2008,19,361,381
2008,19,365,6
2008,19,578,470
2008,19,678,9
2008,20,104,7
2008,20,105,123
2008,20,106,61
2008,20,107,150
2008,20,109,775
2008,20,110,48
2008,20,111,11
2008,20,112,134
2008,20,113,40
2008,20,114,6
2008,20,116,7
2008,20,117,23
2008,20,118,20
2008,20,120,1
2008,20,121,45
2008,20,124,2
2008,20,125,3
2008,20,126,34
2008,20,231,1
2008,20,232,22
2008,20,233,30
2008,20,234,1
2008,20,235,65
2008,20,236,19
2008,20,238,6
2008,20,340,105
2008,20,341,949
2008,20,343,6
2008,20,344,324
2008,20,347,90
2008,20,348,47
2008,20,351,250
2008,20,352,30
2008,20,353,11
2008,20,355,6
2008,20,356,1
2008,20,358,7
2008,20,359,64
2008,20,360,12
2008,20,361,251
2008,20,364,1
2008,20,365,2
2008,20,572,2
2008,20,578,482
2008,20,675,1
2008,20,678,8
2008,22,104,1
2008,22,105,25
2008,22,106,4
2008,22,107,3
2008,22,109,66
2008,22,111,2
2008,22,113,7
2008,22,117,5
2008,22,118,1
2008,22,121,2
2008,22,126,1
2008,22,233,4
2008,22,235,125
2008,22,236,2
2008,22,340,4
2008,22,341,75
2008,22,344,24
2008,22,347,3
2008,22,348,2
2008,22,351,34
2008,22,355,1
2008,22,358,1
2008,22,359,9
2008,22,360,23
2008,22,361,2
2008,22,578,35
2008,22,675,1
2008,22,678,5
2008,23,103,1
2008,23,104,15
2008,23,105,326
2008,23,106,202
2008,23,107,95
2008,23,109,272
2008,23,110,87
2008,23,111,14
2008,23,112,69
2008,23,113,118
2008,23,114,43
2008,23,115,3
2008,23,116,23
2008,23,117,178
2008,23,118,130
2008,23,121,45
2008,23,124,1
2008,23,125,5
2008,23,126,223
2008,23,231,1
2008,23,232,8
2008,23,233,53
2008,23,234,1
2008,23,235,729
2008,23,236,106
2008,23,238,1
2008,23,340,27
2008,23,341,564
2008,23,343,10
2008,23,344,759
2008,23,347,53
2008,23,348,42
2008,23,350,3
2008,23,351,526
2008,23,352,673
2008,23,353,20
2008,23,354,1
2008,23,355,21
2008,23,358,12
2008,23,359,206
2008,23,360,23
2008,23,361,412
2008,23,364,8
2008,23,365,3
2008,23,572,1
2008,23,578,928
2008,23,675,1
2008,23,678,6
2008,24,101,2
2008,24,104,12
2008,24,105,277
2008,24,106,116
2008,24,107,119
2008,24,109,551
2008,24,110,69
2008,24,111,20
2008,24,112,139
2008,24,113,29
2008,24,114,12
2008,24,116,7
2008,24,117,49
2008,24,118,19
2008,24,121,49
2008,24,124,3
2008,24,125,3
2008,24,126,87
2008,24,230,2
2008,24,232,23
2008,24,233,23
2008,24,235,342
2008,24,236,39
2008,24,238,4
2008,24,340,45
2008,24,341,1240
2008,24,342,1
2008,24,343,7
2008,24,344,372
2008,24,345,1
2008,24,347,31
2008,24,348,31
2008,24,350,3
2008,24,351,525
2008,24,352,266
2008,24,353,4
2008,24,355,4
2008,24,358,3
2008,24,359,93
2008,24,360,13
2008,24,361,313
2008,24,363,1
2008,24,365,2
2008,24,572,1
2008,24,578,765
2008,24,672,1
2008,24,675,4
2008,24,678,12
2008,25,104,17
2008,25,105,321
2008,25,106,211
2008,25,107,121
2008,25,109,335
2008,25,110,55
2008,25,111,26
2008,25,112,83
2008,25,113,123
2008,25,114,15
2008,25,115,1
2008,25,116,11
2008,25,117,146
2008,25,118,213
2008,25,121,67
2008,25,124,7
2008,25,125,9
2008,25,126,131
2008,25,231,1
2008,25,232,35
2008,25,233,50
2008,25,234,1
2008,25,235,381
2008,25,236,115
2008,25,237,3
2008,25,238,1
2008,25,340,116
2008,25,341,1002
2008,25,343,7
2008,25,344,630
2008,25,347,203
2008,25,348,65
2008,25,350,1
2008,25,351,457
2008,25,352,323
2008,25,353,8
2008,25,355,13
2008,25,356,2
2008,25,358,4
2008,25,359,157
2008,25,360,16
2008,25,361,311
2008,25,364,36
2008,25,365,2
2008,25,572,3
2008,25,578,777
2008,25,675,3
2008,25,678,22
2008,26,104,16
2008,26,105,201
2008,26,106,79
2008,26,107,78
2008,26,109,331
2008,26,110,49
2008,26,111,8
2008,26,112,64
2008,26,113,64
2008,26,114,8
2008,26,116,3
2008,26,117,48
2008,26,118,39
2008,26,121,17
2008,26,124,1
2008,26,125,5
2008,26,126,91
2008,26,231,2
2008,26,232,17
2008,26,233,29
2008,26,235,217
2008,26,236,45
2008,26,340,27
2008,26,341,595
2008,26,343,6
2008,26,344,290
2008,26,347,44
2008,26,348,41
2008,26,351,388
2008,26,352,163
2008,26,353,9
2008,26,355,18
2008,26,358,3
2008,26,359,76
2008,26,360,13
2008,26,361,164
2008,26,363,2
2008,26,364,6
2008,26,365,1
2008,26,572,1
2008,26,578,361
2008,26,675,2
2008,26,678,12
2008,28,101,1
2008,28,104,14
2008,28,105,256
2008,28,106,189
2008,28,107,127
2008,28,109,363
2008,28,110,49
2008,28,111,13
2008,28,112,41
2008,28,113,152
2008,28,114,11
2008,28,116,12
2008,28,117,229
2008,28,118,81
2008,28,121,17
2008,28,122,4
2008,28,124,3
2008,28,125,4
2008,28,126,156
2008,28,231,1
2008,28,232,8
2008,28,233,39
2008,28,235,465
2008,28,236,73
2008,28,238,1
2008,28,340,29
2008,28,341,734
2008,28,342,2
2008,28,343,4
2008,28,344,481
2008,28,346,1
2008,28,347,44
2008,28,348,45
2008,28,350,10
2008,28,351,350
2008,28,352,219
2008,28,353,8
2008,28,355,11
2008,28,358,43
2008,28,359,151
2008,28,360,18
2008,28,361,221
2008,28,362,1
2008,28,364,24
2008,28,365,13
2008,28,571,3
2008,28,572,1
2008,28,578,678
2008,28,675,3
2008,28,677,1
2008,28,678,8
2008,30,101,1
2008,30,104,12
2008,30,105,293
2008,30,106,172
2008,30,107,123
2008,30,109,223
2008,30,110,62
2008,30,111,17
2008,30,112,39
2008,30,113,37
2008,30,114,10
2008,30,116,7
2008,30,117,191
2008,30,118,58
2008,30,121,61
2008,30,124,1
2008,30,125,42
2008,30,126,107
2008,30,230,1
2008,30,232,14
2008,30,233,36
2008,30,235,588
2008,30,236,83
2008,30,238,2
2008,30,340,23
2008,30,341,484
2008,30,342,2
2008,30,343,9
2008,30,344,453
2008,30,347,123
2008,30,348,268
2008,30,350,7
2008,30,351,414
2008,30,352,140
2008,30,353,12
2008,30,355,13
2008,30,358,5
2008,30,359,107
2008,30,360,21
2008,30,361,256
2008,30,364,2
2008,30,365,17
2008,30,578,569
2008,30,675,5
2008,30,678,3
2008,32,101,3
2008,32,104,35
2008,32,105,280
2008,32,106,329
2008,32,107,174
2008,32,109,315
2008,32,110,58
2008,32,111,16
2008,32,112,95
2008,32,113,64
2008,32,114,16
2008,32,115,1
2008,32,116,19
2008,32,117,235
2008,32,118,217
2008,32,120,1
2008,32,121,79
2008,32,122,1
2008,32,124,8
2008,32,125,5
2008,32,126,266
2008,32,231,1
2008,32,232,15
2008,32,233,56
2008,32,235,935
2008,32,236,174
2008,32,340,64
2008,32,341,568
2008,32,342,1
2008,32,343,18
2008,32,344,990
2008,32,347,107
2008,32,348,58
2008,32,350,15
2008,32,351,508
2008,32,352,302
2008,32,353,16
2008,32,355,25
2008,32,356,1
2008,32,358,14
2008,32,359,315
2008,32,360,35
2008,32,361,443
2008,32,363,3
2008,32,364,30
2008,32,365,9
2008,32,571,9
2008,32,572,2
2008,32,578,941
2008,32,675,4
2008,32,677,1
2008,32,678,27
2008,33,104,18
2008,33,105,248
2008,33,106,183
2008,33,107,136
2008,33,109,255
2008,33,110,75
2008,33,111,13
2008,33,112,100
2008,33,113,93
2008,33,114,8
2008,33,116,11
2008,33,117,248
2008,33,118,66
2008,33,121,173
2008,33,124,7
2008,33,125,5
2008,33,126,123
2008,33,231,2
2008,33,232,19
2008,33,233,39
2008,33,235,246
2008,33,236,106
2008,33,237,1
2008,33,340,30
2008,33,341,659
2008,33,343,5
2008,33,344,502
2008,33,347,73
2008,33,348,47
2008,33,350,1
2008,33,351,478
2008,33,352,88
2008,33,353,12
2008,33,355,7
2008,33,358,5
2008,33,359,113
2008,33,360,21
2008,33,361,333
2008,33,363,1
2008,33,364,1
2008,33,365,6
2008,33,572,1
2008,33,578,486
2008,33,675,2
2008,33,678,13
2008,34,101,1
2008,34,104,19
2008,34,105,270
2008,34,106,216
2008,34,107,243
2008,34,109,433
2008,34,110,143
2008,34,111,18
2008,34,112,76
2008,34,113,73
2008,34,114,16
2008,34,116,17
2008,34,117,130
2008,34,118,87
2008,34,121,30
2008,34,124,4
2008,34,125,2
2008,34,126,79
2008,34,231,1
2008,34,232,9
2008,34,233,46
2008,34,235,192
2008,34,236,84
2008,34,340,52
2008,34,341,736
2008,34,342,1
2008,34,343,5
2008,34,344,553
2008,34,346,1
2008,34,347,116
2008,34,348,56
2008,34,351,789
2008,34,352,37
2008,34,353,16
2008,34,355,27
2008,34,358,15
2008,34,359,114
2008,34,360,15
2008,34,361,339
2008,34,363,2
2008,34,364,1
2008,34,365,8
2008,34,578,481
2008,34,675,1
2008,34,678,7
2008,40,104,29
2008,40,105,543
2008,40,106,389
2008,40,107,277
2008,40,109,435
2008,40,110,177
2008,40,111,21
2008,40,112,120
2008,40,113,82
2008,40,114,59
2008,40,115,1
2008,40,116,20
2008,40,117,323
2008,40,118,135
2008,40,120,1
2008,40,121,54
2008,40,124,5
2008,40,125,9
2008,40,126,255
2008,40,232,34
2008,40,233,70
2008,40,234,1
2008,40,235,1394
2008,40,236,243
2008,40,237,1
2008,40,340,42
2008,40,341,1614
2008,40,343,15
2008,40,344,1182
2008,40,346,2
2008,40,347,130
2008,40,348,131
2008,40,350,1
2008,40,351,877
2008,40,352,647
2008,40,353,18
2008,40,354,1
2008,40,355,13
2008,40,358,30
2008,40,359,268
2008,40,360,38
2008,40,361,644
2008,40,364,50
2008,40,365,14
2008,40,572,2
2008,40,578,1557
2008,40,675,6
2008,40,678,22
2008,41,101,1
2008,41,104,16
2008,41,105,296
2008,41,106,370
2008,41,107,215
2008,41,109,243
2008,41,110,135
2008,41,111,19
2008,41,112,97
2008,41,113,49
2008,41,114,32
2008,41,115,1
2008,41,116,16
2008,41,117,192
2008,41,118,58
2008,41,120,2
2008,41,121,57
2008,41,124,7
2008,41,125,3
2008,41,126,288
2008,41,231,2
2008,41,232,50
2008,41,233,49
2008,41,234,2
2008,41,235,545
2008,41,236,109
2008,41,237,1
2008,41,340,20
2008,41,341,692
2008,41,342,2
2008,41,343,8
2008,41,344,682
2008,41,345,1
2008,41,347,82
2008,41,348,44
2008,41,350,1
2008,41,351,487
2008,41,352,282
2008,41,353,11
2008,41,355,15
2008,41,356,1
2008,41,358,7
2008,41,359,517
2008,41,360,24
2008,41,361,394
2008,41,363,2
2008,41,364,17
2008,41,365,8
2008,41,460,1
2008,41,578,873
2008,41,675,1
2008,41,678,22
2008,42,101,1
2008,42,104,23
2008,42,105,348
2008,42,106,291
2008,42,107,190
2008,42,109,324
2008,42,110,163
2008,42,111,14
2008,42,112,116
2008,42,113,28
2008,42,114,50
2008,42,115,1
2008,42,116,19
2008,42,117,139
2008,42,118,131
2008,42,121,40
2008,42,122,2
2008,42,124,3
2008,42,125,4
2008,42,126,146
2008,42,232,27
2008,42,233,55
2008,42,235,845
2008,42,236,189
2008,42,237,1
2008,42,340,33
2008,42,341,913
2008,42,343,12
2008,42,344,994
2008,42,345,2
2008,42,347,66
2008,42,348,81
2008,42,350,1
2008,42,351,739
2008,42,352,193
2008,42,353,8
2008,42,355,30
2008,42,356,3
2008,42,358,4
2008,42,359,179
2008,42,360,19
2008,42,361,446
2008,42,363,1
2008,42,364,20
2008,42,365,11
2008,42,578,926
2008,42,678,5
2008,43,101,1
2008,43,104,32
2008,43,105,585
2008,43,106,475
2008,43,107,391
2008,43,109,690
2008,43,110,392
2008,43,111,22
2008,43,112,195
2008,43,113,47
2008,43,114,48
2008,43,115,1
2008,43,116,26
2008,43,117,208
2008,43,118,91
2008,43,120,2
2008,43,121,113
2008,43,124,11
2008,43,125,11
2008,43,126,155
2008,43,230,1
2008,43,231,2
2008,43,232,26
2008,43,233,96
2008,43,235,2887
2008,43,236,340
2008,43,340,43
2008,43,341,1700
2008,43,343,18
2008,43,344,1537
2008,43,345,1
2008,43,346,1
2008,43,347,110
2008,43,348,97
2008,43,350,6
2008,43,351,1220
2008,43,352,243
2008,43,353,23
2008,43,354,1
2008,43,355,45
2008,43,356,6
2008,43,358,27
2008,43,359,301
2008,43,360,47
2008,43,361,845
2008,43,363,1
2008,43,364,27
2008,43,365,37
2008,43,572,2
2008,43,578,1603
2008,43,675,1
2008,43,678,33
2008,44,101,1
2008,44,104,47
2008,44,105,522
2008,44,106,490
2008,44,107,290
2008,44,109,524
2008,44,110,265
2008,44,111,24
2008,44,112,154
2008,44,113,105
2008,44,114,41
2008,44,116,19
2008,44,117,450
2008,44,118,138
2008,44,120,3
2008,44,121,50
2008,44,122,1
2008,44,124,10
2008,44,125,22
2008,44,126,146
2008,44,231,1
2008,44,232,59
2008,44,233,80
2008,44,235,1874
2008,44,236,380
2008,44,340,85
2008,44,341,1288
2008,44,343,18
2008,44,344,1283
2008,44,345,1
2008,44,346,11
2008,44,347,164
2008,44,348,114
2008,44,350,3
2008,44,351,1047
2008,44,352,787
2008,44,353,21
2008,44,354,2
2008,44,355,56
2008,44,358,38
2008,44,359,419
2008,44,360,46
2008,44,361,647
2008,44,363,4
2008,44,364,66
2008,44,365,17
2008,44,572,2
2008,44,578,1051
2008,44,675,6
2008,44,677,2
2008,44,678,9
2008,45,101,2
2008,45,102,1
2008,45,104,15
2008,45,105,222
2008,45,106,124
2008,45,107,270
2008,45,109,460
2008,45,110,318
2008,45,111,6
2008,45,112,127
2008,45,113,54
2008,45,114,39
2008,45,116,7
2008,45,117,37
2008,45,118,36
2008,45,120,1
2008,45,121,45
2008,45,124,5
2008,45,125,18
2008,45,126,81
2008,45,231,1
2008,45,232,73
2008,45,233,31
2008,45,235,140
2008,45,236,89
2008,45,340,20
2008,45,341,1318
2008,45,342,2
2008,45,343,8
2008,45,344,484
2008,45,346,1
2008,45,347,232
2008,45,348,200
2008,45,351,739
2008,45,352,26
2008,45,353,13
2008,45,354,1
2008,45,355,21
2008,45,358,7
2008,45,359,135
2008,45,360,11
2008,45,361,488
2008,45,363,1
2008,45,364,15
2008,45,365,5
2008,45,578,884
2008,45,678,14
2008,46,101,1
2008,46,104,29
2008,46,105,463
2008,46,106,399
2008,46,107,260
2008,46,109,450
2008,46,110,203
2008,46,111,18
2008,46,112,159
2008,46,113,86
2008,46,114,33
2008,46,116,21
2008,46,117,527
2008,46,118,118
2008,46,121,70
2008,46,124,10
2008,46,125,10
2008,46,126,177
2008,46,231,1
2008,46,232,28
2008,46,233,81
2008,46,235,2026
2008,46,236,524
2008,46,237,1
2008,46,238,11
2008,46,340,52
2008,46,341,1244
2008,46,342,21
2008,46,343,17
2008,46,344,1470
2008,46,345,1
2008,46,346,15
2008,46,347,183
2008,46,348,78
2008,46,350,25
2008,46,351,1095
2008,46,352,423
2008,46,353,19
2008,46,355,36
2008,46,356,2
2008,46,358,35
2008,46,359,271
2008,46,360,38
2008,46,361,700
2008,46,363,1
2008,46,364,35
2008,46,365,12
2008,46,572,2
2008,46,578,1271
2008,46,678,11
2008,47,101,2
2008,47,104,30
2008,47,105,440
2008,47,106,440
2008,47,107,370
2008,47,109,316
2008,47,110,354
2008,47,111,28
2008,47,112,63
2008,47,113,53
2008,47,114,46
2008,47,116,24
2008,47,117,203
2008,47,118,170
2008,47,121,44
2008,47,124,7
2008,47,125,7
2008,47,126,138
2008,47,232,15
2008,47,233,44
2008,47,235,1438
2008,47,236,227
2008,47,237,4
2008,47,340,51
2008,47,341,686
2008,47,342,1
2008,47,343,4
2008,47,344,1046
2008,47,346,4
2008,47,347,114
2008,47,348,89
2008,47,350,1
2008,47,351,794
2008,47,352,85
2008,47,353,28
2008,47,355,16
2008,47,356,1
2008,47,358,18
2008,47,359,225
2008,47,360,15
2008,47,361,515
2008,47,365,31
2008,47,572,2
2008,47,578,1092
2008,47,675,3
2008,47,678,22
2008,48,101,1
2008,48,104,30
2008,48,105,412
2008,48,106,321
2008,48,107,290
2008,48,109,354
2008,48,110,158
2008,48,111,18
2008,48,112,89
2008,48,113,60
2008,48,114,42
2008,48,116,11
2008,48,117,239
2008,48,118,120
2008,48,120,1
2008,48,121,28
2008,48,124,2
2008,48,125,8
2008,48,126,115
2008,48,231,3
2008,48,232,50
2008,48,233,51
2008,48,235,714
2008,48,236,246
2008,48,237,1
