"YEAR","ADDR_PCT_CD","KY_CD","CMPLNTS"
2006,17,111,7
2006,17,112,87
2006,17,113,62
2006,17,116,4
2006,17,117,8
2006,17,118,2
2006,17,121,69
2006,17,124,2
2006,17,125,2
2006,17,126,58
2006,17,232,7
2006,17,233,38
2006,17,235,12
2006,17,236,12
2006,17,238,2
2006,17,340,30
2006,17,341,710
2006,17,342,5
2006,17,343,2
2006,17,344,232
2006,17,347,93
2006,17,348,61
2006,17,351,151
2006,17,352,12
2006,17,353,5
2006,17,355,4
2006,17,358,8
2006,17,359,42
2006,17,360,4
2006,17,361,279
2006,17,365,2
2006,17,578,368
2006,17,677,1
2006,17,678,7
2006,18,104,6
2006,18,105,220
2006,18,106,159
2006,18,107,294
2006,18,109,2169
2006,18,110,65
2006,18,111,23
2006,18,112,62
2006,18,113,107
2006,18,114,10
2006,18,116,12
2006,18,117,35
2006,18,118,23
2006,18,121,106
2006,18,124,2
2006,18,125,1
2006,18,126,36
2006,18,230,2
2006,18,231,1
2006,18,232,19
2006,18,233,66
2006,18,235,215
2006,18,236,28
2006,18,238,23
2006,18,340,20
2006,18,341,1743
2006,18,343,13
2006,18,344,492
2006,18,347,65
2006,18,348,85
2006,18,350,1
2006,18,351,224
2006,18,352,22
2006,18,353,13
2006,18,355,20
2006,18,358,217
2006,18,359,83
2006,18,360,33
2006,18,361,433
2006,18,365,4
2006,18,578,733
2006,18,675,2
2006,18,678,10
2006,19,104,12
2006,19,105,246
2006,19,106,104
2006,19,107,486
2006,19,109,1843
2006,19,110,136
2006,19,111,17
2006,19,112,281
2006,19,113,108
2006,19,114,7
2006,19,116,7
2006,19,117,31
2006,19,118,14
2006,19,120,1
2006,19,121,112
2006,19,124,6
2006,19,126,101
2006,19,231,8
2006,19,232,61
2006,19,233,56
2006,19,235,67
2006,19,236,19
2006,19,238,5
2006,19,340,97
2006,19,341,1959
2006,19,342,4
2006,19,343,16
2006,19,344,412
2006,19,347,91
2006,19,348,78
2006,19,351,385
2006,19,352,30
2006,19,353,12
2006,19,354,1
2006,19,355,17
2006,19,356,1
2006,19,358,10
2006,19,359,52
2006,19,360,22
2006,19,361,561
2006,19,364,3
2006,19,365,11
2006,19,578,785
2006,19,675,2
2006,19,678,10
2006,20,104,6
2006,20,105,142
2006,20,106,82
2006,20,107,145
2006,20,109,878
2006,20,110,59
2006,20,111,8
2006,20,112,125
2006,20,113,37
2006,20,114,5
2006,20,116,3
2006,20,117,21
2006,20,118,10
2006,20,121,39
2006,20,124,1
2006,20,125,2
2006,20,126,45
2006,20,232,10
2006,20,233,48
2006,20,235,57
2006,20,236,20
2006,20,238,5
2006,20,340,64
2006,20,341,945
2006,20,342,3
2006,20,343,2
2006,20,344,298
2006,20,345,1
2006,20,347,122
2006,20,348,42
2006,20,351,216
2006,20,352,36
2006,20,353,4
2006,20,355,9
2006,20,357,1
2006,20,358,7
2006,20,359,24
2006,20,360,12
2006,20,361,239
2006,20,365,3
2006,20,578,490
2006,20,678,5
2006,22,105,25
2006,22,106,2
2006,22,107,4
2006,22,109,74
2006,22,113,3
2006,22,117,5
2006,22,118,3
2006,22,125,1
2006,22,126,1
2006,22,230,1
2006,22,232,3
2006,22,233,4
2006,22,235,71
2006,22,236,4
2006,22,340,3
2006,22,341,46
2006,22,344,19
2006,22,347,2
2006,22,348,2
2006,22,351,11
2006,22,352,2
2006,22,355,1
2006,22,358,2
2006,22,359,4
2006,22,360,27
2006,22,361,9
2006,22,578,27
2006,22,678,2
2006,23,101,2
2006,23,104,21
2006,23,105,315
2006,23,106,207
2006,23,107,91
2006,23,109,279
2006,23,110,56
2006,23,111,19
2006,23,112,40
2006,23,113,92
2006,23,114,40
2006,23,116,19
2006,23,117,124
2006,23,118,75
2006,23,120,1
2006,23,121,49
2006,23,125,9
2006,23,126,232
2006,23,232,11
2006,23,233,60
2006,23,235,495
2006,23,236,112
2006,23,238,1
2006,23,340,36
2006,23,341,691
2006,23,342,5
2006,23,343,5
2006,23,344,735
2006,23,345,1
2006,23,347,56
2006,23,348,102
2006,23,349,1
2006,23,350,6
2006,23,351,522
2006,23,352,577
2006,23,353,13
2006,23,355,34
2006,23,358,5
2006,23,359,99
2006,23,360,16
2006,23,361,493
2006,23,364,3
2006,23,365,10
2006,23,578,931
2006,23,675,12
2006,23,677,1
2006,23,678,11
2006,24,104,10
2006,24,105,243
2006,24,106,125
2006,24,107,153
2006,24,109,645
2006,24,110,107
2006,24,111,14
2006,24,112,165
2006,24,113,50
2006,24,114,10
2006,24,116,13
2006,24,117,88
2006,24,118,25
2006,24,121,44
2006,24,124,1
2006,24,126,99
2006,24,231,3
2006,24,232,16
2006,24,233,34
2006,24,235,275
2006,24,236,31
2006,24,238,2
2006,24,340,23
2006,24,341,1055
2006,24,342,3
2006,24,343,9
2006,24,344,406
2006,24,347,31
2006,24,348,21
2006,24,350,6
2006,24,351,427
2006,24,352,167
2006,24,353,6
2006,24,354,1
2006,24,355,9
2006,24,358,4
2006,24,359,35
2006,24,360,17
2006,24,361,268
2006,24,364,2
2006,24,365,5
2006,24,578,897
2006,24,678,10
2006,25,101,3
2006,25,103,2
2006,25,104,24
2006,25,105,265
2006,25,106,246
2006,25,107,158
2006,25,109,282
2006,25,110,82
2006,25,111,22
2006,25,112,29
2006,25,113,179
2006,25,114,11
2006,25,116,20
2006,25,117,155
2006,25,118,73
2006,25,120,1
2006,25,121,69
2006,25,124,1
2006,25,125,8
2006,25,126,159
2006,25,232,19
2006,25,233,43
2006,25,235,221
2006,25,236,87
2006,25,237,1
2006,25,340,38
2006,25,341,580
2006,25,342,1
2006,25,343,1
2006,25,344,577
2006,25,347,172
2006,25,348,57
2006,25,350,11
2006,25,351,432
2006,25,352,335
2006,25,353,8
2006,25,354,1
2006,25,355,18
2006,25,358,12
2006,25,359,45
2006,25,360,20
2006,25,361,343
2006,25,364,2
2006,25,365,2
2006,25,571,1
2006,25,578,852
2006,25,675,3
2006,25,678,7
2006,26,102,1
2006,26,104,11
2006,26,105,240
2006,26,106,100
2006,26,107,101
2006,26,109,364
2006,26,110,56
2006,26,111,19
2006,26,112,49
2006,26,113,74
2006,26,114,11
2006,26,116,6
2006,26,117,43
2006,26,118,37
2006,26,120,1
2006,26,121,39
2006,26,124,2
2006,26,125,2
2006,26,126,85
2006,26,232,8
2006,26,233,24
2006,26,235,299
2006,26,236,56
2006,26,340,35
2006,26,341,650
2006,26,342,3
2006,26,343,6
2006,26,344,260
2006,26,346,5
2006,26,347,34
2006,26,348,122
2006,26,351,288
2006,26,352,123
2006,26,353,7
2006,26,355,6
2006,26,358,7
2006,26,359,40
2006,26,360,14
2006,26,361,200
2006,26,364,4
2006,26,365,5
2006,26,571,2
2006,26,578,471
2006,26,675,4
2006,26,678,3
2006,28,101,2
2006,28,103,1
2006,28,104,18
2006,28,105,302
2006,28,106,194
2006,28,107,174
2006,28,109,342
2006,28,110,54
2006,28,111,19
2006,28,112,36
2006,28,113,107
2006,28,114,14
2006,28,116,15
2006,28,117,214
2006,28,118,47
2006,28,121,23
2006,28,124,3
2006,28,125,4
2006,28,126,171
2006,28,232,12
2006,28,233,26
2006,28,235,510
2006,28,236,88
2006,28,237,1
2006,28,340,17
2006,28,341,690
2006,28,342,1
2006,28,343,4
2006,28,344,523
2006,28,347,23
2006,28,348,87
2006,28,350,6
2006,28,351,336
2006,28,352,234
2006,28,353,6
2006,28,355,12
2006,28,358,26
2006,28,359,66
2006,28,360,15
2006,28,361,230
2006,28,364,23
2006,28,365,37
2006,28,571,1
2006,28,578,757
2006,28,675,18
2006,28,676,1
2006,28,678,8
2006,30,101,4
2006,30,104,24
2006,30,105,276
2006,30,106,219
2006,30,107,144
2006,30,109,274
2006,30,110,67
2006,30,111,24
2006,30,112,71
2006,30,113,42
2006,30,114,9
2006,30,116,23
2006,30,117,181
2006,30,118,52
2006,30,120,1
2006,30,121,19
2006,30,124,5
2006,30,125,13
2006,30,126,119
2006,30,231,1
2006,30,232,13
2006,30,233,32
2006,30,235,448
2006,30,236,82
2006,30,237,1
2006,30,238,1
2006,30,340,26
2006,30,341,463
2006,30,342,2
2006,30,343,4
2006,30,344,504
2006,30,345,1
2006,30,346,1
2006,30,347,87
2006,30,348,418
2006,30,350,6
2006,30,351,375
2006,30,352,94
2006,30,353,17
2006,30,355,3
2006,30,358,8
2006,30,359,40
2006,30,360,13
2006,30,361,304
2006,30,364,2
2006,30,365,13
2006,30,578,653
2006,30,677,1
2006,30,678,11
2006,32,101,3
2006,32,103,4
2006,32,104,32
2006,32,105,391
2006,32,106,357
2006,32,107,204
2006,32,109,349
2006,32,110,92
2006,32,111,13
2006,32,112,63
2006,32,113,72
2006,32,114,21
2006,32,116,21
2006,32,117,252
2006,32,118,123
2006,32,120,4
2006,32,121,112
2006,32,124,5
2006,32,125,5
2006,32,126,237
2006,32,232,24
2006,32,233,52
2006,32,235,668
2006,32,236,168
2006,32,340,46
2006,32,341,625
2006,32,342,3
2006,32,343,6
2006,32,344,853
2006,32,346,4
2006,32,347,63
2006,32,348,46
2006,32,350,8
2006,32,351,446
2006,32,352,254
2006,32,353,20
2006,32,354,1
2006,32,355,11
2006,32,356,4
2006,32,358,23
2006,32,359,57
2006,32,360,27
2006,32,361,545
2006,32,364,10
2006,32,365,14
2006,32,571,2
2006,32,578,854
2006,32,675,2
2006,32,678,14
2006,33,101,2
2006,33,103,1
2006,33,104,30
2006,33,105,239
2006,33,106,199
2006,33,107,142
2006,33,109,221
2006,33,110,102
2006,33,111,15
2006,33,112,34
2006,33,113,112
2006,33,114,10
2006,33,116,13
2006,33,117,166
2006,33,118,33
2006,33,121,113
2006,33,124,2
2006,33,125,4
2006,33,126,95
2006,33,231,1
2006,33,232,29
2006,33,233,36
2006,33,235,475
2006,33,236,98
2006,33,238,1
2006,33,340,55
2006,33,341,642
2006,33,342,3
2006,33,343,7
2006,33,344,558
2006,33,346,8
2006,33,347,81
2006,33,348,83
2006,33,350,2
2006,33,351,377
2006,33,352,114
2006,33,353,17
2006,33,355,10
2006,33,358,11
2006,33,359,91
2006,33,360,44
2006,33,361,340
2006,33,363,1
2006,33,364,2
2006,33,365,8
2006,33,578,639
2006,33,675,2
2006,33,678,5
2006,34,101,4
2006,34,104,23
2006,34,105,317
2006,34,106,199
2006,34,107,270
2006,34,109,358
2006,34,110,202
2006,34,111,21
2006,34,112,61
2006,34,113,67
2006,34,114,13
2006,34,116,18
2006,34,117,96
2006,34,118,63
2006,34,120,1
2006,34,121,54
2006,34,122,3
2006,34,124,5
2006,34,125,1
2006,34,126,94
2006,34,231,2
2006,34,232,14
2006,34,233,41
2006,34,235,98
2006,34,236,70
2006,34,340,32
2006,34,341,625
2006,34,342,4
2006,34,343,4
2006,34,344,602
2006,34,347,56
2006,34,348,46
2006,34,350,1
2006,34,351,657
2006,34,352,59
2006,34,353,18
2006,34,355,20
2006,34,358,5
2006,34,359,34
2006,34,360,21
2006,34,361,432
2006,34,365,5
2006,34,578,580
2006,34,675,2
2006,34,678,6
2006,40,101,4
2006,40,104,39
2006,40,105,453
2006,40,106,439
2006,40,107,230
2006,40,109,440
2006,40,110,215
2006,40,111,18
2006,40,112,73
2006,40,113,97
2006,40,114,44
2006,40,116,22
2006,40,117,350
2006,40,118,95
2006,40,120,1
2006,40,121,267
2006,40,122,7
2006,40,124,9
2006,40,125,33
2006,40,126,313
2006,40,231,6
2006,40,232,53
2006,40,233,89
2006,40,235,1446
2006,40,236,395
2006,40,238,2
2006,40,340,60
2006,40,341,1433
2006,40,342,2
2006,40,343,8
2006,40,344,1234
2006,40,345,1
2006,40,347,92
2006,40,348,429
2006,40,350,6
2006,40,351,691
2006,40,352,636
2006,40,353,29
2006,40,355,24
2006,40,358,29
2006,40,359,174
2006,40,360,35
2006,40,361,695
2006,40,364,127
2006,40,365,26
2006,40,366,1
2006,40,455,1
2006,40,571,2
2006,40,578,1525
2006,40,675,7
2006,40,678,29
2006,41,101,3
2006,41,102,1
2006,41,104,18
2006,41,105,277
2006,41,106,352
2006,41,107,210
2006,41,109,233
2006,41,110,160
2006,41,111,9
2006,41,112,43
2006,41,113,59
2006,41,114,20
2006,41,115,1
2006,41,116,16
2006,41,117,115
2006,41,118,26
2006,41,120,2
2006,41,121,129
2006,41,124,9
2006,41,125,2
2006,41,126,256
2006,41,231,1
2006,41,232,16
2006,41,233,55
2006,41,235,147
2006,41,236,66
2006,41,340,17
2006,41,341,822
2006,41,342,2
2006,41,343,5
2006,41,344,603
2006,41,346,1
2006,41,347,44
2006,41,348,56
2006,41,351,417
2006,41,352,178
2006,41,353,9
2006,41,355,12
2006,41,356,3
2006,41,358,6
2006,41,359,331
2006,41,360,18
2006,41,361,357
2006,41,363,1
2006,41,364,25
2006,41,365,9
2006,41,460,1
2006,41,578,908
2006,41,675,1
2006,41,676,1
2006,41,678,14
2006,42,101,1
2006,42,103,1
2006,42,104,20
2006,42,105,384
2006,42,106,348
2006,42,107,328
2006,42,109,336
2006,42,110,205
2006,42,111,12
2006,42,112,69
2006,42,113,41
2006,42,114,56
2006,42,116,20
2006,42,117,192
2006,42,118,82
2006,42,121,59
2006,42,124,3
2006,42,125,5
2006,42,126,187
2006,42,231,1
2006,42,232,20
2006,42,233,69
2006,42,235,920
2006,42,236,120
2006,42,340,18
2006,42,341,1031
2006,42,343,4
2006,42,344,1011
2006,42,345,1
2006,42,347,78
2006,42,348,74
2006,42,351,734
2006,42,352,271
2006,42,353,10
2006,42,355,14
2006,42,358,14
2006,42,359,54
2006,42,360,24
2006,42,361,476
2006,42,363,4
2006,42,364,21
2006,42,365,12
2006,42,578,1246
2006,42,678,15
2006,43,101,3
2006,43,103,1
2006,43,104,35
2006,43,105,506
2006,43,106,525
2006,43,107,438
2006,43,109,694
2006,43,110,457
2006,43,111,13
2006,43,112,111
2006,43,113,80
2006,43,114,53
2006,43,116,31
2006,43,117,292
2006,43,118,152
2006,43,121,58
2006,43,124,16
2006,43,125,14
2006,43,126,209
2006,43,231,3
2006,43,232,52
2006,43,233,72
2006,43,235,2116
2006,43,236,473
2006,43,340,40
2006,43,341,1396
2006,43,342,1
2006,43,343,11
2006,43,344,1417
2006,43,346,1
2006,43,347,103
2006,43,348,120
2006,43,350,6
2006,43,351,1042
2006,43,352,154
2006,43,353,35
2006,43,354,1
2006,43,355,75
2006,43,358,60
2006,43,359,266
2006,43,360,51
2006,43,361,952
2006,43,363,4
2006,43,364,109
2006,43,365,22
2006,43,460,1
2006,43,578,1869
2006,43,678,32
2006,43,685,1
2006,44,101,2
2006,44,104,30
2006,44,105,486
2006,44,106,579
2006,44,107,341
2006,44,109,476
2006,44,110,316
2006,44,111,35
2006,44,112,57
2006,44,113,105
2006,44,114,45
2006,44,116,23
2006,44,117,376
2006,44,118,116
2006,44,121,53
2006,44,122,2
2006,44,124,6
2006,44,125,9
2006,44,126,217
2006,44,230,1
2006,44,232,39
2006,44,233,107
2006,44,235,1736
2006,44,236,243
2006,44,237,2
2006,44,238,2
2006,44,340,77
2006,44,341,1627
2006,44,342,1
2006,44,343,12
2006,44,344,1566
2006,44,345,1
2006,44,346,8
2006,44,347,142
2006,44,348,178
2006,44,350,1
2006,44,351,974
2006,44,352,451
2006,44,353,25
2006,44,355,54
2006,44,358,49
2006,44,359,188
2006,44,360,33
2006,44,361,693
2006,44,363,4
2006,44,364,89
2006,44,365,31
2006,44,578,1568
2006,44,675,7
2006,44,678,13
2006,45,101,1
2006,45,104,13
2006,45,105,238
2006,45,106,153
2006,45,107,271
2006,45,109,457
2006,45,110,351
2006,45,111,6
2006,45,112,80
2006,45,113,53
2006,45,114,33
2006,45,116,8
2006,45,117,43
2006,45,118,28
2006,45,119,2
2006,45,121,64
2006,45,122,1
2006,45,124,2
2006,45,125,17
2006,45,126,84
2006,45,232,32
2006,45,233,29
2006,45,235,129
2006,45,236,50
2006,45,340,31
2006,45,341,1094
2006,45,342,2
2006,45,343,6
2006,45,344,528
2006,45,347,146
2006,45,348,196
2006,45,350,3
2006,45,351,903
2006,45,352,24
2006,45,353,21
2006,45,355,14
2006,45,358,3
2006,45,359,74
2006,45,360,30
2006,45,361,515
2006,45,363,1
2006,45,364,14
2006,45,365,7
2006,45,578,1085
2006,45,675,1
2006,45,678,12
2006,46,101,4
2006,46,104,46
2006,46,105,567
2006,46,106,472
2006,46,107,324
2006,46,109,442
2006,46,110,224
2006,46,111,23
2006,46,112,114
2006,46,113,166
2006,46,114,42
2006,46,116,28
2006,46,117,380
2006,46,118,122
2006,46,120,2
2006,46,121,32
2006,46,124,16
2006,46,125,5
2006,46,126,224
2006,46,231,2
2006,46,232,41
2006,46,233,93
2006,46,235,1332
2006,46,236,353
2006,46,237,1
2006,46,238,8
2006,46,340,46
2006,46,341,1182
2006,46,342,3
2006,46,343,2
2006,46,344,1494
2006,46,345,2
2006,46,346,6
2006,46,347,117
2006,46,348,79
2006,46,350,6
2006,46,351,906
2006,46,352,396
2006,46,353,15
2006,46,354,1
2006,46,355,24
2006,46,358,83
2006,46,359,115
2006,46,360,79
2006,46,361,780
2006,46,363,5
2006,46,364,40
2006,46,365,12
2006,46,578,1576
2006,46,675,5
2006,46,678,12
2006,47,101,5
2006,47,104,41
2006,47,105,400
2006,47,106,427
2006,47,107,346
2006,47,109,365
2006,47,110,376
2006,47,111,28
2006,47,112,68
2006,47,113,53
2006,47,114,41
2006,47,115,1
2006,47,116,11
2006,47,117,186
2006,47,118,92
2006,47,120,2
2006,47,121,52
2006,47,122,1
2006,47,124,6
2006,47,125,5
2006,47,126,184
2006,47,231,1
2006,47,232,15
2006,47,233,60
2006,47,235,854
2006,47,236,104
2006,47,237,1
2006,47,340,47
2006,47,341,814
2006,47,342,5
2006,47,343,7
2006,47,344,879
2006,47,346,16
2006,47,347,54
2006,47,348,71
2006,47,350,2
2006,47,351,911
2006,47,352,54
2006,47,353,38
2006,47,355,14
2006,47,356,2
2006,47,358,17
2006,47,359,87
2006,47,360,17
2006,47,361,641
2006,47,364,10
2006,47,365,36
2006,47,578,1285
2006,47,675,1
2006,47,678,13
2006,48,101,4
2006,48,104,27
2006,48,105,456
2006,48,106,240
2006,48,107,324
2006,48,109,383
2006,48,110,179
2006,48,111,16
2006,48,112,49
2006,48,113,44
2006,48,114,46
2006,48,115,1
2006,48,116,13
2006,48,117,176
2006,48,118,74
2006,48,120,1
2006,48,121,52
2006,48,124,3
2006,48,125,7
2006,48,126,99
2006,48,231,6
2006,48,232,34
2006,48,233,53
2006,48,235,335
2006,48,236,101
2006,48,340,30
2006,48,341,1029
2006,48,342,4
2006,48,343,4
2006,48,344,1008
2006,48,345,1
2006,48,347,45
2006,48,348,94
2006,48,351,772
2006,48,352,99
2006,48,353,17
2006,48,355,23
2006,48,358,32
2006,48,359,88
2006,48,360,18
2006,48,361,542
2006,48,364,13
2006,48,365,7
2006,48,578,967
2006,48,675,1
2006,48,678,8
2006,49,101,2
2006,49,104,19
2006,49,105,301
2006,49,106,193
2006,49,107,406
2006,49,109,499
2006,49,110,341
2006,49,111,6
2006,49,112,67
2006,49,113,20
2006,49,114,17
2006,49,116,9
2006,49,117,54
2006,49,118,16
2006,49,120,2
2006,49,121,37
2006,49,124,1
2006,49,125,2
2006,49,126,105
2006,49,232,26
2006,49,233,46
2006,49,235,103
2006,49,236,40
2006,49,340,40
2006,49,341,1092
2006,49,342,1
2006,49,343,5
2006,49,344,577
2006,49,345,1
2006,49,347,41
2006,49,348,83
2006,49,351,822
2006,49,352,36
2006,49,353,25
2006,49,355,13
2006,49,358,14
2006,49,359,39
2006,49,360,16
2006,49,361,545
2006,49,364,1
2006,49,365,15
2006,49,578,1194
2006,49,675,1
2006,49,677,3
2006,49,678,13
2006,50,101,3
2006,50,104,16
2006,50,105,174
2006,50,106,144
2006,50,107,183
2006,50,109,375
2006,50,110,218
2006,50,111,12
2006,50,112,44
2006,50,113,23
2006,50,114,16
2006,50,116,8
2006,50,117,57
2006,50,118,16
2006,50,120,1
2006,50,121,126
2006,50,124,4
2006,50,125,2
2006,50,126,63
2006,50,231,3
2006,50,232,10
2006,50,233,42
2006,50,235,83
2006,50,236,33
2006,50,340,25
2006,50,341,755
2006,50,343,7
2006,50,344,367
2006,50,345,1
2006,50,347,62
2006,50,348,43
2006,50,351,546
2006,50,352,23
2006,50,353,15
2006,50,355,9
2006,50,358,8
2006,50,359,32
2006,50,360,13
2006,50,361,355
2006,50,363,1
2006,50,364,1
2006,50,365,6
2006,50,578,698
2006,50,675,2
2006,50,678,2
2006,52,101,6
2006,52,104,27
2006,52,105,531
2006,52,106,456
2006,52,107,494
2006,52,109,566
2006,52,110,306
2006,52,111,19
2006,52,112,76
2006,52,113,119
2006,52,114,35
2006,52,116,15
2006,52,117,157
2006,52,118,75
2006,52,120,2
2006,52,121,98
2006,52,124,11
2006,52,125,5
2006,52,126,206
2006,52,232,15
2006,52,233,70
